data_id;iso;event_id_cnty;event_id_no_cnty;event_date;year;time_precision;event_type;sub_event_type;actor1;assoc_actor_1;inter1;actor2;assoc_actor_2;inter2;interaction;region;country;admin1;admin2;admin3;location;latitude;longitude;geo_precision;source;source_scale;notes;fatalities;timestamp;iso3
8653967;404;KEN7914;7914;"17 November 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";"Munyo Yaya Ethnic Group (Kenya)";6;;;0;60;"Eastern Africa";Kenya;"Tana River";Bura;Madogo;Madogo;-0.4711;39.5952;1;"The Star (Kenya)";National;"On 17 November 2021, members from Munyo Yaya community protested at the Madogo trading center in Modogo town (Bura, Tana River), demanding recognition as a Kenyan ethnic group in order for them to get government jobs with ease. [size=no report]";0;1637615530;KEN
8653968;404;KEN7913;7913;"16 November 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";;6;;;0;60;"Eastern Africa";Kenya;Lamu;"Lamu West";Mkomami;Lamu;-2.2717;40.902;1;"The Star (Kenya)";National;"On 16 November 2021, local residents marched to the county commissioner's office in Lamu town (Lamu West, Lamu) over rising machete attacks in the town. This is after a man was killed by a gang. [size=no report]";0;1637615530;KEN
8653969;404;KEN7912;7912;"16 November 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";"Labour Group (Kenya)";6;;;0;60;"Eastern Africa";Kenya;Garissa;Garissa;Waberi;Garissa;-0.4536;39.6461;1;"The Star (Kenya)";National;"On 16 November 2021, more than 200 cereal traders, including women traders, protested against police harassment and accused top security officials of using junior officers to demand bribes in Garissa town (Garissa). The protest came after a multiagency team acting on intelligence intercepted and set ablaze a lorry carrying rice to Garissa in Modika. [size=more than 200]";0;1637615530;KEN
8644068;404;KEN7910;7910;"10 November 2021";2021;1;Riots;"Mob violence";"Rioters (Kenya)";"Vigilante Group (Kenya)";5;"Civilians (Kenya)";;7;57;"Eastern Africa";Kenya;Nakuru;"Nakuru North";Kabatini;Nakuru;-0.2441;36.142;1;"Daily Nation (Kenya); Kenya Standard";National;"On 10 November 2021, local residents burnt and killed two people who were accused of stealing phones along the Geoffrey Kamau Avenue in Nakuru town (Nakuru North, Nakuru). [size=no report]";2;1637008333;KEN
8644069;404;KEN7911;7911;"10 November 2021";2021;1;Battles;"Armed clash";"Pokot Ethnic Militia (Kenya)";;4;"Police Forces of Kenya (2013-) General Service Unit";"Military Forces of Kenya (2013-)";1;14;"Eastern Africa";Kenya;Laikipia;"Laikipia West";Ol-moran;Ol-moran;0.5368;36.488;2;"Daily Nation (Kenya); Kenya Standard";National;"On 10 November 2021, armed pokot militia attacked General Service Unit and KDF officers digging a trench around Laikipia Nature Conservancy in Kamwenje area near Ol-moran town (Laikipia West, Laikipia). Four soldiers were killed and one other was injured.";4;1637008333;KEN
8644311;404;KEN7909;7909;"10 November 2021";2021;1;Riots;"Violent demonstration";"Rioters (Kenya)";;5;"Police Forces of Kenya (2013-)";"Civilians (Kenya); Government of Kenya (2013-)";1;15;"Eastern Africa";Kenya;Kisumu;"Kisumu Central";Migosi;Kondele;-0.0789;34.7759;1;"Daily Nation (Kenya)";National;"On 10 November 2021, several demonstrators, gathered at the Kondele roundabout, pelted stones at the convoy of the deputy president in Kondele (Kisumu Central, Kisumu). He managed to leave the scene unhurt, but a few vehicles were damaged. The police fired teargas canisters to disperse the crowd. [size=several]";0;1637008334;KEN
8644676;404;KEN7908;7908;"09 November 2021";2021;1;Riots;"Violent demonstration";"Rioters (Kenya)";;5;;;0;50;"Eastern Africa";Kenya;Nairobi;Starehe;Pangani;Pangani;-1.2716;36.8402;1;"Star (Kenya)";National;"On 9 November 2021, local residents barricaded the Juja road with burning tires in Pangani (Starehe, Nairobi), demonstrating against police brutality after police killed a man accused of mugging a cell phone from a passenger in the Mlango Kubwa area. The residents claimed the man was not a thief. [size=no report]";0;1637008335;KEN
8644307;404;KEN7907;7907;"08 November 2021";2021;1;"Violence against civilians";Attack;"Borana Ethnic Militia (Kenya)";;4;"Civilians (Kenya)";"Gabra Ethnic Group (Kenya)";7;47;"Eastern Africa";Kenya;Marsabit;Saku;"Marsabit Central";Marsabit;2.333;37.983;1;"Daily Nation (Kenya)";National;"On 8 November 2021, members from Borana militia shot and killed a civilian from the Gabra ethnic group who was a former spy at Kiwanja Ndege in Marsabit town (Saku, Marsabit). This was due to retaliation for previous killings. Violence escalated between the Burji, Gabra and Borana communities.";1;1637008334;KEN
8644677;404;KEN7906;7906;"06 November 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";;6;;;0;60;"Eastern Africa";Kenya;Kiambu;Githunguri;Githiga;Githiga;-1.0774;36.6852;1;"Star (Kenya)";National;"On 6 November 2021, local residents protested in Githiga town (Githunguri, Kiambu) against police brutality after the death of a man inside Githiga police station cells. The man was arrested for his involvement in a traffic accident while driving his motorbike. The police said the man committed suicide. [size=no report]";0;1637008335;KEN
8644678;404;KEN7905;7905;"05 November 2021";2021;1;Riots;"Violent demonstration";"Rioters (Kenya)";"Taxi Drivers (Kenya)";5;;;0;50;"Eastern Africa";Kenya;Kiambu;Lari;Lari;Lari;-1.0167;36.6333;1;"Star (Kenya)";National;"On 5 November 2021, local residents, led by boda boda operators, barricaded roads with bonfires in Lari town (Lari, Kiambu) demonstrating against speeding vehicles in town after a Mau Mau road firm driver killed a young boy in a hit and run. [size=no report]";0;1637008335;KEN
8628436;404;KEN7894;7894;"04 November 2021";2021;1;"Violence against civilians";Attack;"Borana Ethnic Militia (Kenya)";;4;"Civilians (Kenya)";"Burji Ethnic Group (Kenya)";7;47;"Eastern Africa";Kenya;Marsabit;Saku;"Marsabit Central";Marsabit;2.333;37.983;2;"Daily Nation (Kenya); Star (Kenya)";National;"On 4 November 2021, members from Borana militia attacked civilians from the Burji clan travelling in a lorry along Marsabit -Badasa, near Marsabit town (Saku, Marsabit). Six people were killed and 11 others injured. The motive of the attack is unknown/not reported.";6;1636405421;KEN
8628660;404;KEN7895;7895;"04 November 2021";2021;1;Battles;"Armed clash";"Turkana Ethnic Militia (Kenya)";"Pastoralists (Kenya)";4;"Samburu Ethnic Militia (Kenya)";"Pastoralists (Kenya)";4;44;"Eastern Africa";Kenya;Samburu;"Samburu North";"El Barta";Suyan;1.4425;36.8467;1;"Daily Nation (Kenya)";National;"On 4 November 2021, armed Turkana pastoralists continued to attack and clashed with pastoralists from Samburu in in Suyan village (Samburu North, Samburu). At least 5 people were seriously injured.";0;1636405422;KEN
8628661;404;KEN7897;7897;"03 November 2021";2021;1;Battles;"Armed clash";"Turkana Ethnic Militia (Kenya)";"Pastoralists (Kenya)";4;"Samburu Ethnic Militia (Kenya)";"Pastoralists (Kenya)";4;44;"Eastern Africa";Kenya;Samburu;"Samburu North";"El Barta";Suyan;1.4425;36.8467;1;"Daily Nation (Kenya)";National;"On 3 November 2021, armed Turkana pastoralists attacked and clashed with pastoralists from Samburu in Suyan village (Samburu North, Samburu), stealing about 1,000 heads of cattle. At least 14 people were killed.";14;1636405422;KEN
8628955;404;KEN7896;7896;"03 November 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";"Teachers (Kenya)";6;;;0;60;"Eastern Africa";Kenya;Turkana;"Turkana Central";"Lodwar Township";Lodwar;3.1191;35.5973;1;"Star (Kenya)";National;"On 3 November 2021, teachers from St Kevin's secondary school protested against the denial of housing allowances for two years in Lodwar town (Turkana Central, Turkana). The teachers claimed members within the commission were denying them the right to access housing allowances. [size=no report]";0;1636405423;KEN
8628956;404;KEN7898;7898;"02 November 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";"Fishermen (Kenya)";6;;;0;60;"Eastern Africa";Kenya;Lamu;"Lamu East";Faza;Faza;-2.0507;41.1005;1;"Star (Kenya)";National;"On 2 November 2021, hundreds of fishermen demonstrated at beaches in Faza island [coded to Faza, Lamu East, Lamu] against arrests and harassment by the coast guards over the use of illegal nets in Basuba. They demanded from the government to amend the law forbidding the usage of the nets. [size=hundreds]";0;1636405423;KEN
8628953;404;KEN7899;7899;"01 November 2021";2021;1;"Explosions/Remote violence";"Remote explosive/landmine/IED";"Al Shabaab";;2;"Military Forces of Kenya (2013-)";"Civilians (Kenya); Students (Kenya); Labour Group (Kenya)";1;12;"Eastern Africa";Kenya;Lamu;"Lamu East";Kiunga;Sankuri;-1.7169;41.372;2;"Star (Kenya)";National;"On 1 November 2021, an IED by Al Shabaab militants detonated, targeting Kenya military vehicle travelling from Mararani to Kiunga town, near Sankuri town (Lamu East, Lamu). A ranger working with the Aweer Community Conservancy was killed, and a driver and a student were injured. Al Shabaab claimed responsibility.";1;1636405423;KEN
8644310;404;KEN7900;7900;"29 October 2021";2021;1;Riots;"Violent demonstration";"Rioters (Kenya)";;5;"Civilians (Kenya)";"Government of Kenya (2013-)";7;57;"Eastern Africa";Kenya;"Homa Bay";Ndhiwa;"Kanyamwa Kosewe";Ndhiwa;-0.7333;34.3667;1;"Daily Nation (Kenya)";National;"On 29 October 2021, local youth demonstrated and pelted stones at the convoy of the Suba South member of parliament who was attending a funds drive at Wayara Mixed Secondary School in Ndhiwa town (Ndhiwa, Homa Bay), demanding that the member of parliament leave, this is after he declared intent to vy for the Homa Bay gubernatorial seat. Two vehicles were damaged. [size=no report]";0;1637008334;KEN
8612188;404;KEN7892;7892;"28 October 2021";2021;1;Riots;"Mob violence";"Rioters (Kenya)";"Taxi Drivers (Kenya); Vigilante Group (Kenya)";5;"Civilians (Kenya)";;7;57;"Eastern Africa";Kenya;Nairobi;Makadara;Harambee;Buruburu;-1.284;36.8822;1;"Kenya Standard";National;"On 28 October 2021, local residents, including boda boda drivers, lynched two men suspected of stealing mobile phones from residents in Buruburu (Makadara, Nairobi). [size=no report]";2;1635798955;KEN
8628437;404;KEN7901;7901;"28 October 2021";2021;1;"Violence against civilians";"Abduction/forced disappearance";"Police Forces of Kenya (2013-)";;1;"Civilians (Kenya)";"Lawyers (Kenya); Former Al Shabaab";7;17;"Eastern Africa";Kenya;Nairobi;Starehe;"Nairobi Central";Nairobi;-1.283;36.817;1;"Daily Nation (Kenya); Star (Kenya)";National;"On 28 October 2021, police officers, in civilian clothes, abducted three people, including a lawyer, his client who was released after spending 10 years in prison on terror-related charges and for being part of the Al Shabaab and the former prisoner's cousin in Nairobi (Starehe, Nairobi). They are yet to be found.";0;1636405422;KEN
8628662;404;KEN7902;7902;"28 October 2021";2021;1;"Violence against civilians";"Abduction/forced disappearance";"Unidentified Armed Group (Kenya)";;3;"Civilians (Kenya)";"Women (Kenya); Labour Group (Kenya)";7;37;"Eastern Africa";Kenya;Nairobi;Westlands;Parklands;Westlands;-1.2682;36.8091;1;"Daily Nation (Kenya)";National;"On 28 October 2021, unidentified gunmen abducted the former Westlands Member of Parliament's sister-in-law and her driver in Muthaiga area in Westlands (Westlands, Nairobi). The victims were ambushed outside the house of the former Westlands member of parliament.";0;1636405422;KEN
8611851;404;KEN7891;7891;"27 October 2021";2021;1;Battles;"Armed clash";"Pokot Ethnic Militia (Kenya)";"Pastoralists (Kenya)";4;"Police Forces of Kenya (2013-) General Service Unit";;1;14;"Eastern Africa";Kenya;Laikipia;"Laikipia West";Ol-moran;Ol-moran;0.5368;36.488;1;"Kenya Standard; Citizen (Kenya)";National;"On 27 October 2021, armed Pokot militia ambushed police officers from the General Service Unit on patrol in Kenya Mpya area in Ol-Moran (Laikipia West, Laikipia). Three officer were killed and two others were injured. The GSU officers were deployed to provide security in Laikipia conservancy.";3;1635798955;KEN
8612189;404;KEN7890;7890;"25 October 2021";2021;1;Riots;"Mob violence";"Rioters (Kenya)";"Vigilante Group (Kenya)";5;"Civilians (Kenya)";"Farmers (Kenya)";7;57;"Eastern Africa";Kenya;"Homa Bay";Karachuonyo;Wang'chieng;Wang'chieng;-0.3718;34.7414;1;"Kenya Standard";National;"On 25 October 2021, local residents lynched a farm manager, accusing him of encroaching on other people's land in the Konyunyo area in Wang'chieng town (Kasipul, Homa Bay). [size=no report]";1;1635798955;KEN
8628958;404;KEN7903;7903;"25 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";"Labour Group (Kenya)";6;;;0;60;"Eastern Africa";Kenya;Laikipia;"Laikipia East";Thingithu;Nanyuki;0.0167;37.0667;1;"Star (Kenya)";National;"On 25 October 2021, commercial sex workers protested against the murder of one of their colleagues in 2012 allegedly by one or two British soldiers in Nanyuki town (Laikipia East, Laikipia). Both Kenya and UK are working on the investigation of the killing. [size=no report]";0;1636405423;KEN
8612372;404;KEN7889;7889;"23 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";"Mijikenda Ethnic Group (Kenya)";6;;;0;60;"Eastern Africa";Kenya;Kwale;Matuga;Tiwi;Tiwi;-4.2543;39.587;1;"Star (Kenya)";National;"On 23 October 2021, local residents from Kaya of Mijikenda communities demonstrated against the grabbing of forest lands belonging to Kaya shrines in Tiwi town (Matuga, Kwale). Elders demanded from the government to protect the forests for future generations. [size=no report]";0;1635798956;KEN
8644308;404;KEN7904;7904;"23 October 2021";2021;1;Riots;"Violent demonstration";"Rioters (Kenya)";;5;"Civilians (Kenya)";"Government of Kenya (2013-); Journalists (Kenya)";7;57;"Eastern Africa";Kenya;Busia;Matayos;Burumba;Busia;0.46;34.112;1;"Daily Nation (Kenya)";National;"On 23 October 2021, local youths demonstrated and blocked the road (through unspecific means), lit bonfires at Korinda junction and pelted stones at the convoy of the deputy president in Busia town (Matayos, Busia). At least four vehicles, including a Citizen TV vehicle, were slightly damaged. [size=no report]";0;1637008334;KEN
8612094;404;KEN7888;7888;"22 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";"Students (Kenya); Women (Kenya)";6;;;0;60;"Eastern Africa";Kenya;Kwale;Matuga;"Tsimba Golini";Kwale;-4.1738;39.4521;1;"Daily Nation (Kenya)";National;"On 22 October 2021, more than 200 students from the Mwamgunga Girls Secondary School protested along the Kombani-Kwale road in Kwale town (Matuga, Kwale) over school mismanagement. The students complained about poor services, including low quality food and unreliable water supply. [size=more than 200]";0;1635798955;KEN
8612093;404;KEN7887;7887;"21 October 2021";2021;1;"Explosions/Remote violence";Grenade;"Unidentified Armed Group (Kenya)";;3;;;0;30;"Eastern Africa";Kenya;Machakos;"Athi River";Mathatani;Kenanie;-1.4068;36.9897;1;"Daily Nation (Kenya)";National;"On 21 October 2021, unidentified gunmen threw a hand grenade at the home of a human rights activist in Kenanie village (Athi River, Machakos). The house, under construction, was partially damaged. The motive for the attack is unknown. There were no casualties.";0;1635798955;KEN
8612371;404;KEN7893;7893;"21 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";;6;;;0;60;"Eastern Africa";Kenya;Nairobi;Starehe;"Nairobi Central";Nairobi;-1.283;36.817;1;"Star (Kenya)";National;"On 21 October 2021, people gathered in front of the police station in Nairobi (Starehe, Nairobi). The demonstrators blamed the police for the 7pm bar closures. This came after the president lifted the curfew in the country during the Mashuuja day celebrations. [size=no report]";0;1635798956;KEN
8605650;404;KEN7885;7885;"20 October 2021";2021;1;Riots;"Mob violence";"Rioters (Kenya)";"Vigilante Group (Kenya)";5;"Civilians (Kenya)";"Students (Kenya)";7;57;"Eastern Africa";Kenya;Nyeri;"Kieni West";Gatarakwa;Githunguri;-0.3666;36.8333;1;"Daily Nation (Kenya)";National;"On 20 October 2021, a mob attacked five students who snuck into a dormitory of Komothai Girls' High School from Gathiruini Boys' High School, in Githunguri town (Kieni West, Nyeri). One student died from physical injuries. [size=no report]";1;1635193320;KEN
8605982;404;KEN7886;7886;"20 October 2021";2021;1;Riots;"Mob violence";"Rioters (Kenya)";"Vigilante Group (Kenya)";5;"Civilians (Kenya)";;7;57;"Eastern Africa";Kenya;Kitui;"Mwingi Central Sub- County";Kivou;Mwingi;-0.9333;38.0667;1;"Star (Kenya)";National;"On 20 October 2021, local residents beat and burnt a man for allegedly attacking, killing and stealing from a neighbor in Kavuvwani area in Mwingi town (Mwingi Central Sub- County, Kitui). The residents called upon security officials to address the rise of insecurity in the area. [size=no report]";1;1635193321;KEN
8605979;404;KEN7884;7884;"19 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";;6;;;0;60;"Eastern Africa";Kenya;Kiambu;Kikuyu;Kinoo;Kinoo;-1.2491;36.6916;1;"Star (Kenya)";National;"On 19 October 2021, residents from Kinoo, Uthiru and Regen demonstrated along the newly constructed James Gichuru-Rironi highway in Kinoo town (Kikuyu, Kiambu) against the increased accidents on highway, demanding from the Kenya National Highway Authority to erect speed bumps and footbridges on sections of the road. [size=no report]";0;1635193321;KEN
8605981;404;KEN7882;7882;"19 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";"Farmers (Kenya)";6;;;0;60;"Eastern Africa";Kenya;Busia;"Teso South";"Amukura East";Amukura;0.5684;34.2737;1;"Star (Kenya)";National;"On 19 October 2021, over five hundred local residents, mostly farmers, demonstrated against the poor state of roads in Amukura town (Teso South, Busia). The group demanded from the ward administration to fix the roads. [size=over 500]";0;1635193321;KEN
8605984;404;KEN7883;7883;"19 October 2021";2021;1;Protests;"Protest with intervention";"Protesters (Kenya)";;6;"Police Forces of Kenya (2013-)";;1;16;"Eastern Africa";Kenya;Tharaka-Nithi;Chuka;Karingani;Chuka;-0.3333;37.65;1;"Star (Kenya)";National;"On 19 October 2021, local residents demonstrated in Meru-Embu highway at Muchoni junction in Chuka town (Chuka, Tharaka-Nithi) after the body of a Form 1 student who drowned in the River Ruguti was not removed and blamed the country government of not fulfilling their roles and responsibilities. The group blocked (through unspecified means) the highway. Police fired tear gas to disperse the group. [size=no report]";0;1635193321;KEN
8605340;404;KEN7881;7881;"18 October 2021";2021;2;"Explosions/Remote violence";"Remote explosive/landmine/IED";"Al Shabaab";;2;"Military Forces of Kenya (2013-)";;1;12;"Eastern Africa";Kenya;Lamu;"Lamu East";Kiunga;Sankuri;-1.7169;41.372;2;"Calamada; Radio Dalsan";Regional;"Around 18 October 2021 (as reported), an IED by Al Shabaab militants detonated, targeting a Kenya defense force convoy traveling in the areas of Kiunga and Sankuri town (Lamu East, Lamu). At least 3 soldiers were killed and more than a dozen injured. Al Shabaab claimed killing 15 soldiers. Forces responded with gunfire after the blast (no indication to where and at whom) and started conducting operations to find the perpetrators of planting the IED.";3;1635193320;KEN
8605983;404;KEN7880;7880;"18 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";"Health Workers (Kenya)";6;;;0;60;"Eastern Africa";Kenya;Embu;Manyatta;Kirimari;Embu;-0.5333;37.45;1;"Star (Kenya)";National;"On 18 October 2021, health workers demonstrated along the Embu-Meru Highway in Embu town (Manyatta, Embu), over poor working conditions. The group accused the county government for failing to address issues relating to failure to pay of statutory deductions, the partial payment of salaries, shortage of staff, and the lack of drugs and equipment in health facilities. [size=no report]";0;1635193321;KEN
8605651;404;KEN7879;7879;"17 October 2021";2021;1;Riots;"Mob violence";"Rioters (Kenya)";"Vigilante Group (Kenya)";5;"Civilians (Kenya)";"Women (Kenya)";7;57;"Eastern Africa";Kenya;Kisii;"Kitutu Chache North";Marani;Marani;-0.5812;34.8003;2;"Daily Nation (Kenya)";National;"On 17 October 2021, several local residents in Mbanda village near Marani town (Kitutu Chache North, Kisii) lynched and killed three elderly women and a man before burning their bodies. The four elderly people were suspected of bewitching a Form Four candidate. [size=several]";4;1635193320;KEN
8605980;404;KEN7878;7878;"16 October 2021";2021;1;Protests;"Peaceful protest";"Protesters (Kenya)";"Marakwet Ethnic Group (Kenya)";6;;;0;60;"Eastern Africa";Kenya;"Elgeyo Marakwet";"Marakwet East";Endo;Kaben;1.2899;35.6266;1;"Star (Kenya)";National;"On 16 October 2021, local people, including professionals from the Marakwet community and women, demonstrated in Kaben village (Marakwet East, Elgeyo Marakwet). The group accused the Interior ministry of failing to address insecurity in the region. [size=no report]";0;1635193321;KEN
8597354;404;KEN7874;7874;"15 October 2021";2021;1;Riots;"Mob violence";"Rioters (Kenya)";"Vigilante Group (Kenya)";5;"Civilians (Kenya)";;7;57;"Eastern Africa";Kenya;Bungoma;Kimilili;Kimilili;Kimilili;0.783;34.7193;1;"Daily Nation (Kenya)";National;"On 15 October 2021, local residents killed a man suspected of killing children in the area in Kimilili (Bungoma). The man had escaped from Jogoo Road Police Station in Nairobi after he was arrested in July for killing 10 children. [size=no report]";1;1634581157;KEN
8605758;404;KEN7877;7877;"15 October 2021";2021;1;"Violence against civilians";Attack;"Unidentified Armed Group (Kenya)";;3;"Civilians (Kenya)";"Labour Group (Kenya)";7;37;"Eastern Africa";Kenya;"Elgeyo Marakwet";"Marakwet East";Endo;Kapkobil;1.1825;35.6525;1;"Kenya Standard";National;"On 15 October 2021, an unidentified armed group shot and killed an agricultural extension officer along Tot-Chesongoch road in Kapkobil village (Marakwet East, Elgeyo Marakwet). The motive for the killing is unknown.";1;1635193321;KEN
8605985;404;KEN7876;7876;"15 October 2021";2021;1;"Violence against civilians";Attack;"Unidentified Armed Group (Kenya)";;3;"Civilians (Kenya)";"Farmers (Kenya)";7;37;"Eastern Africa";Kenya;"Elgeyo Marakwet";"Marakwet East";Endo;Kaben;1.2899;35.6266;1;"Star (Kenya)";National;"On 15 October 2021, an unidentified armed group shot and killed three people, a woman and her two children, harvesting their millet farm in Kaben village (Marakwet East, Elgeyo Marakwet). The motive for the killing is unknown.";3;1635193321;KEN
8605986;404;KEN7875;7875;"14 October 2021";2021;1;"Violence against civilians";"Abduction/forced disappearance";"Police Forces of Kenya (2013-)";;1;"Civilians (Kenya)";"Muslim Group (Kenya)";7;17;"Eastern Africa";Kenya;Mombasa;Mvita;Tononoka;Majengo;-4.0486;39.6706;1;"Star (Kenya)";National;"On 14 October 2021, about seven suspected police officers abducted a young man coming from a mosque in Majengo village (Mvita, Mombasa).";0;1635193321;KEN
8597353;404;KEN7873;7873;"13 October 2021";2021;1;Battles;"Armed clash";"Police Forces of Kenya (2013-)";;1;"Samburu Ethnic Militia (Kenya)";"Pastoralists (Kenya)";4;14;"Eastern Africa";Kenya;Samburu;"Samburu Central";"Suguta Marmar";Longewan;0.858;36.5422;1;"Daily Nation (Kenya)";National;"On 13 October 2021, police officers from Anti-Stock Theft Unit (ASTU) conducted an operation and killed a suspected cattle rustler from the Samburu militias and recovered 27 stolen livestock and M16 rifle in Longewan town (Samburu Central, Samburu).";1;1634581157;KEN
8597597;404;KEN7872;7872;"12 October 2021";2021;1;Riots;"Violent demonstration";"Rioters (Kenya)";"Students (Kenya)";5;"Police Forces of Kenya (2013-)";;1;15;"Eastern Africa";Kenya;Kisii;"Nyaribari Chache";"Kisii Central";Kisii;-0.6833;34.7667;1;"Star (Kenya)";National;"On 12 October 2021, students at Kisii University demonstrated against high fees in Kisii town (Nyaribari Chache, Kisii). The students destroyed property within the campus and blocked the main gate with a trailer. Police used tear gas to disperse the group. [size=no report]";0;1634581157;KEN
8605339;404;KEN7871;7871;"12 October 2021";2021;1;"Explosions/Remote violence";"Remote explosive/landmine/IED";"Al Shabaab";;2;"Military Forces of Kenya (2013-)";;1;12;"Eastern Africa";Kenya;Lamu;"Lamu East";Basuba;Baure;-1.723;40.9646;2;"Calamada; Daily Nation (Kenya)";National-Regional;"On 12 October 2021, an IED by Al Shabaab militants detonated, targeting the convoy of the Kenya defense forces under Operation Amani Boni travelling between Milimani and Baure town (Lamu East, Lamu). Al Shabaab militants claimed killing 14 soldiers.";14;1635193320;KEN
8597596;404;KEN7870;7870;"10 October 2021";2021;1;"Violence against civilians";Attack;"Pokot Ethnic Militia (Kenya)";"Pastoralists (Kenya)";4;"Civilians (Kenya)";"Fishermen (Kenya); Pastoralists (Kenya)";7;47;"Eastern Africa";Kenya;Laikipia;"Laikipia North";Segera;Laikipia;0.4167;36.75;2;"Star (Kenya)";National;"On 10 October 2021, suspected Pokot militia shot and killed three people and injured another while fishing at a dam in Mbogoini near Laikipia (Laikipia West, Laikipia). The group also stole 32 cows.";3;1634581157;KEN
8586527;404;KEN7869;7869;"05 October 2021";2021;1;"Violence against civilians";Attack;"Samburu Ethnic Militia (Kenya)";"Pastoralists (Kenya)";4;"Civilians (Kenya)";"Pastoralists (Kenya)";7;47;"Eastern Africa";Kenya;Samburu;"Samburu Central";Porro;Poro;1.2061;36.5629;1;"Kenya Standard";National;"On 5 October 2021, seven armed Samburu ethnic militia shot and killed a father and his son near market in Poro village (Samburu Central, Samburu) and stole an unknown number of goats.";2;1633983690;KEN
8586846;404;KEN7868;7868;"02 October 2021";2021;1;"Violence against civilians";Attack;"Unidentified Clan Militia (Kenya)";;4;"Civilians (Kenya)";"Unidentified Clan Group (Kenya); Labour Group (Kenya)";7;47;"Eastern Africa";Kenya;Wajir;"Wajir East";Township;Wajir;1.75;40.06;1;"Wajir Community Radio";Subnational;"On 2 October 2021, unidentified gunmen shot and killed an old man who was a watchman at a building in Wajir town (Wajir East, Wajir). The motive of the killing is believed to be clan revenge.";1;1633983691;KEN
8586439;404;KEN7867;7867;"30 September 2021";2021;1;Battles;"Armed clash";"Pokot Ethnic Militia (Kenya)";"Pastoralists (Kenya)";4;"Police Forces of Kenya (2013-)";;1;14;"Eastern Africa";Kenya;Laikipia;"Laikipia West";Ol-moran;Ol-moran;0.5368;36.488;1;"Daily Nation (Kenya)";National;"On 30 September 2021, a suspected Pokot pastoralist clashed with two police reservists guarding Tumaini primary school in Ol-Moran town (Laikipia West, Laikipia). One police officer was killed after he succumbed to his wounds two days later.";1;1633983690;KEN
8575212;404;KEN7865;7865;"29 September 2021";2021;1;Riots;"Mob violence";"Rioters (Kenya)";;5;"Civilians (Kenya)";"Labour Group (Kenya)";7;57;"Eastern Africa";Kenya;Kisumu;"Kisumu Central";Railways;Kisumu;-0.1;34.75;1;"Star (Kenya)";National;"On 29 September 2021, local youths attacked workers from the local administration during an eviction exercise at the new Maendeleo market in Kisumu town (Kisumu Central, Kisumu) for allegedly intimidating traders and inciting a group of youths to demolish the market. One injured person was rescued by police officers. [size=no report]";0;1633377347;KEN
8586436;404;KEN7866;7866;"29 September 2021";2021;1;Battles;"Armed clash";"Police Forces of Kenya (2013-)";;1;"Pokot Ethnic Militia (Kenya)";"Pastoralists (Kenya)";4;14;"Eastern Africa";Kenya;Laikipia;"Laikipia West";Ol-moran;Ol-moran;0.5368;36.488;1;"Daily Nation (Kenya)";National;"On 29 September 2021, police forces conducted operations against and recovered 20 goats stolen by Pokot ethnic militia in Ol-Moran town (Laikipia West, Laikipia). One militiaman was killed.";1;1633983690;KEN
8574986;404;KEN7864;7864;"28 September 2021";2021;1;"Violence against civilians";Attack;"Police Forces of Kenya (2013-)";;1;"Civilians (Kenya)";;7;17;"Eastern Africa";Kenya;"Trans Nzoia";Kiminini;Kiminini;Kiminini;0.8931;34.9241;1;"Kenya Standard";National;"On 28 September 2021, three police officers from the Big Tree police assaulted two men in Kiminini town (Kiminini, Trans Nzoia). One of the men succumbed to his injuries. The three officers were arrested.";1;1633377347;KEN
8574985;404;KEN7862;7862;"27 September 2021";2021;1;"Violence against civilians";Attack;"Police Forces of Kenya (2013-)";;1;"Civilians (Kenya)";"Former Government of Kenya (2013-)";7;17;"Eastern Africa";Kenya;"Trans Nzoia";Cherangany;Cherangany;Cherangani;0.9833;35.2167;1;"Kenya Standard";National;"On 27 September 2021, police officers from the Kapcherop police station shot and injured a former member of county assembly (MCA) after he refused to wear a face mask as per the coronavirus regulations at the Kapsigilai center in Cherangani town (Cherangany, Trans Nzoia).";0;1633377347;KEN
